FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
31121,"Merrick County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.2,Very Low Vulnerability,0.37,Low Concern,38.50%,4.48%,0.01%,0.44%,0.46%,0%,92.49%
34019,"Hunterdon County, New Jersey",NEW JERSEY,4.20%,8.71%,2.92%,0.03,Very Low Vulnerability,0.03,Very Low Concern,61.70%,6.54%,0.02%,4.11%,2.40%,0.04%,85.53%
31185,"York County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.18,Very Low Vulnerability,0.11,Very Low Concern,48.20%,5.16%,0.48%,0.42%,1.56%,0%,90.53%
30095,"Stillwater County, Montana",MONTANA,21.95%,26.23%,14.60%,0.04,Very Low Vulnerability,0.28,Low Concern,39.80%,3.95%,0.98%,0.34%,0.08%,0%,92.78%
32029,"Storey County, Nevada",NEVADA,12.33%,19.58%,6.62%,0.07,Very Low Vulnerability,0.59,Moderate Concern,16.40%,3.23%,0.35%,0.93%,1.68%,0%,84.60%
30105,"Valley County, Montana",MONTANA,26.39%,31.31%,17.99%,0.12,Very Low Vulnerability,0.16,Very Low Concern,40.70%,2.72%,8.43%,0.21%,0.39%,0.15%,84.50%
33003,"Carroll County, New Hampshire",NEW HAMPSHIRE,10.28%,12.74%,6.78%,0.06,Very Low Vulnerability,0.07,Very Low Concern,63%,1.48%,0.06%,0.68%,0.47%,0.02%,95.83%
31003,"Antelope County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.1,Very Low Vulnerability,0.15,Very Low Concern,36.30%,3.31%,0.09%,0.24%,0.91%,0%,95.11%
31095,"Jefferson County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.22,Low Vulnerability,0.29,Low Concern,51.70%,4.27%,0.01%,0.21%,0.63%,0%,93.46%
34027,"Morris County, New Jersey",NEW JERSEY,3.97%,8.40%,2.71%,0.12,Very Low Vulnerability,0.02,Very Low Concern,71.40%,13.31%,0.06%,10.26%,3.18%,0.01%,71.39%
31087,"Hitchcock County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.19,Very Low Vulnerability,0.4,Low Concern,30.50%,0.53%,0.11%,0%,0.07%,0%,99.15%
31011,"Boone County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.03,Very Low Vulnerability,0.09,Very Low Concern,50.60%,2.18%,0.04%,0.55%,0.32%,0.06%,96.36%
32017,"Lincoln County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.42,Moderate Vulnerability,0.87,Very High Concern,33%,6.89%,0.73%,0.89%,3.80%,0%,86.95%
33013,"Merrimack County, New Hampshire",NEW HAMPSHIRE,10.37%,12.82%,6.87%,0.15,Very Low Vulnerability,0.03,Very Low Concern,65.50%,2.16%,0.25%,2.09%,1.36%,0.01%,92.42%
31023,"Butler County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.12,Very Low Vulnerability,0.11,Very Low Concern,49.70%,3.57%,0.42%,0.35%,0.15%,0%,94.42%
31075,"Grant County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.13,Very Low Vulnerability,0.3,Low Concern,14.90%,1.25%,0%,0%,0.83%,0%,95.71%
31097,"Johnson County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.58,Moderate Vulnerability,0.43,Moderate Concern,48.90%,10.21%,0.66%,1.57%,6.06%,0%,80.39%
31041,"Custer County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.18,Very Low Vulnerability,0.19,Very Low Concern,34.50%,3.21%,0.17%,0.76%,0.16%,0%,94.57%
32009,"Esmeralda County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.64,High Vulnerability,0.98,Very High Concern,35.20%,15.79%,1.65%,0%,2.58%,0%,79.88%
33005,"Cheshire County, New Hampshire",NEW HAMPSHIRE,10.83%,13.58%,7.04%,0.14,Very Low Vulnerability,0.11,Very Low Concern,58.40%,1.85%,0.17%,1.26%,0.73%,0.05%,94.10%
34037,"Sussex County, New Jersey",NEW JERSEY,4.78%,9.90%,3.28%,0.02,Very Low Vulnerability,0.06,Very Low Concern,58.10%,8.21%,0.01%,2.04%,2.11%,0%,86.29%
31105,"Kimball County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.56,Moderate Vulnerability,0.35,Low Concern,32.60%,9.55%,0.69%,0.33%,0.08%,0%,86.21%
34007,"Camden County, New Jersey",NEW JERSEY,5.38%,11.99%,3.59%,0.61,High Vulnerability,0.15,Very Low Concern,59.10%,16.77%,0.08%,5.71%,18.26%,0.02%,56.67%
34009,"Cape May County, New Jersey",NEW JERSEY,5.58%,12.06%,3.83%,0.34,Low Vulnerability,0.08,Very Low Concern,67.30%,7.68%,0.02%,0.92%,4.43%,0%,85.27%
32031,"Washoe County, Nevada",NEVADA,11.07%,17.75%,5.82%,0.53,Moderate Vulnerability,0.69,High Concern,56.80%,24.44%,1.36%,5.22%,2.15%,0.60%,63.08%
30097,"Sweet Grass County, Montana",MONTANA,21.95%,26.23%,14.60%,0.01,Very Low Vulnerability,0.2,Low Concern,37.50%,2.26%,0.98%,0.27%,0%,0%,94.11%
31131,"Otoe County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.23,Low Vulnerability,0.26,Low Concern,50.40%,8.08%,0.07%,0.34%,0.41%,0%,88.76%
30107,"Wheatland County, Montana",MONTANA,26.70%,32.33%,18.24%,0.54,Moderate Vulnerability,0.57,Moderate Concern,32.80%,3.13%,1.40%,0.33%,0%,0%,93.37%
31103,"Keya Paha County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0,Very Low Vulnerability,0.19,Very Low Concern,26.70%,0.92%,0%,0%,0%,0%,98.55%
32033,"White Pine County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.37,Low Vulnerability,0.63,High Concern,46.90%,16.17%,4.93%,0.90%,5.61%,0.12%,71.59%
31153,"Sarpy County, Nebraska",NEBRASKA,8.19%,12.34%,4.96%,0.1,Very Low Vulnerability,0.09,Very Low Concern,50%,9.32%,0.34%,2.53%,3.66%,0.11%,80.96%
32001,"Churchill County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.6,High Vulnerability,0.72,High Concern,38.60%,13.92%,3.80%,2.79%,2.44%,0.07%,73.22%
31039,"Cuming County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.19,Very Low Vulnerability,0.29,Low Concern,49%,10.11%,0.18%,0.30%,0.10%,0.12%,88.11%
31059,"Fillmore County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.06,Very Low Vulnerability,0.12,Very Low Concern,45.30%,3.93%,0.40%,0.56%,0.38%,0%,93.64%
31123,"Morrill County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.42,Moderate Vulnerability,0.29,Low Concern,32.10%,15.42%,0.50%,0.48%,0.77%,0%,81.76%
31025,"Cass County, Nebraska",NEBRASKA,8.54%,12.85%,5.28%,0.01,Very Low Vulnerability,0.12,Very Low Concern,51.60%,3.35%,0.50%,0.24%,0.34%,0.22%,93.58%
34017,"Hudson County, New Jersey",NEW JERSEY,4.66%,10.65%,3.07%,0.64,High Vulnerability,0.31,Low Concern,57.90%,43.08%,0.16%,14.95%,10.54%,0.07%,28.79%
31049,"Deuel County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.17,Very Low Vulnerability,0.31,Low Concern,26.70%,8.52%,1.53%,0.60%,0.16%,0%,87.82%
31167,"Stanton County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.06,Very Low Vulnerability,0.21,Low Concern,24.90%,5.54%,0%,0.49%,1.46%,0%,91.81%
31113,"Logan County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.11,Very Low Vulnerability,0.36,Low Concern,15.90%,4.75%,0.65%,0%,0%,0%,94.39%
31177,"Washington County, Nebraska",NEBRASKA,8.54%,12.85%,5.28%,0.04,Very Low Vulnerability,0.11,Very Low Concern,52.10%,2.91%,0.05%,0.26%,0.86%,0.07%,94.50%
31001,"Adams County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.36,Low Vulnerability,0.23,Low Concern,37.80%,10.30%,0.28%,1.25%,0.60%,0.02%,85.89%
31089,"Holt County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.1,Very Low Vulnerability,0.14,Very Low Concern,40.70%,4.87%,0.62%,0.56%,0.14%,0.04%,93.27%
34025,"Monmouth County, New Jersey",NEW JERSEY,4.40%,9.35%,3%,0.16,Very Low Vulnerability,0.08,Very Low Concern,59.60%,10.80%,0.07%,5.38%,6.71%,0.04%,75.24%
32015,"Lander County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.83,Very High Vulnerability,0.84,Very High Concern,34.90%,31.17%,3.17%,0.11%,0.07%,0%,64.08%
33011,"Hillsborough County, New Hampshire",NEW HAMPSHIRE,10.12%,12.58%,6.62%,0.19,Very Low Vulnerability,0.06,Very Low Concern,56.30%,6.77%,0.11%,4.02%,2.34%,0.03%,84.45%
31137,"Phelps County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.12,Very Low Vulnerability,0.08,Very Low Concern,34.80%,5.70%,0.21%,0.15%,0.36%,0%,92.19%
31175,"Valley County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.15,Very Low Vulnerability,0.19,Very Low Concern,30%,3.40%,0.45%,0%,0.48%,0%,94.75%
31009,"Blaine County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.09,Very Low Vulnerability,0.22,Low Concern,21.10%,0%,0%,0%,0%,0%,100%
34001,"Atlantic County, New Jersey",NEW JERSEY,5.38%,12.10%,3.63%,0.79,High Vulnerability,0.29,Low Concern,56.90%,18.85%,0.24%,7.85%,14.01%,0.04%,56.40%
31065,"Furnas County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.18,Very Low Vulnerability,0.23,Low Concern,38.50%,4.30%,0.08%,0.29%,0.13%,0%,93.36%
34011,"Cumberland County, New Jersey",NEW JERSEY,6.34%,14.11%,4.29%,0.96,Very High Vulnerability,0.47,Moderate Concern,41.80%,30.71%,0.61%,1.32%,18.10%,0.01%,46.41%
31129,"Nuckolls County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.17,Very Low Vulnerability,0.21,Low Concern,44.60%,2.80%,0.09%,1.77%,0.14%,0.12%,94.60%
33019,"Sullivan County, New Hampshire",NEW HAMPSHIRE,10.83%,13.58%,7.04%,0.15,Very Low Vulnerability,0.15,Very Low Concern,59.60%,1.56%,0.32%,0.80%,0.65%,0%,95.01%
32007,"Elko County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.52,Moderate Vulnerability,0.71,High Concern,34.40%,24.38%,6.10%,1.12%,0.49%,0.15%,66.74%
30099,"Teton County, Montana",MONTANA,26.70%,32.33%,18.24%,0.3,Low Vulnerability,0.18,Very Low Concern,37.90%,1.63%,0.99%,0.26%,0.53%,0%,93.61%
31047,"Dawson County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.79,High Vulnerability,0.46,Moderate Concern,37.40%,33.26%,0.40%,0.63%,6.15%,0.22%,58.79%
31051,"Dixon County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.38,Low Vulnerability,0.33,Low Concern,43.10%,13.74%,0.38%,0.38%,0.44%,0%,84.25%
34039,"Union County, New Jersey",NEW JERSEY,5.04%,11.23%,3.40%,0.62,High Vulnerability,0.22,Low Concern,54.40%,31.59%,0.08%,5.04%,20.07%,0%,39.50%
31073,"Gosper County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.01,Very Low Vulnerability,0.11,Very Low Concern,35.90%,5.02%,0.20%,0.35%,0.25%,0.30%,92.60%
31111,"Lincoln County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.37,Low Vulnerability,0.18,Very Low Concern,25.90%,8.64%,0.34%,0.86%,1.24%,0.03%,87.73%
31017,"Brown County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.13,Very Low Vulnerability,0.17,Very Low Concern,35.40%,1.79%,0.36%,0.46%,0.03%,0%,95.56%
34041,"Warren County, New Jersey",NEW JERSEY,5.14%,10.88%,3.48%,0.22,Low Vulnerability,0.11,Very Low Concern,62.70%,9.27%,0.12%,2.66%,4.36%,0%,81.68%
31027,"Cedar County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.01,Very Low Vulnerability,0.16,Very Low Concern,42.30%,2.06%,0.80%,0.02%,0.15%,0%,96.43%
31071,"Garfield County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.04,Very Low Vulnerability,0.11,Very Low Concern,26.60%,1.85%,0%,0.20%,0.35%,0%,97.05%
31101,"Keith County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.23,Low Vulnerability,0.2,Very Low Concern,31.20%,7.24%,0.50%,0.74%,1.21%,0.14%,89.69%
32510,"Carson City, Nevada",NEVADA,12.33%,19.58%,6.62%,0.84,Very High Vulnerability,0.74,High Concern,56.20%,24.15%,2.01%,2.62%,1.96%,0.04%,66.98%
31037,"Colfax County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.52,Moderate Vulnerability,0.57,Moderate Concern,43.40%,45.45%,0.12%,0.74%,3.74%,0.21%,48.94%
31125,"Nance County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.08,Very Low Vulnerability,0.24,Low Concern,27.90%,2.79%,0.28%,0%,0.40%,0%,96.44%
31007,"Banner County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0,Very Low Vulnerability,0.23,Low Concern,23.60%,6.09%,0%,1.39%,0%,0%,90.30%
31091,"Hooker County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.15,Very Low Vulnerability,0.28,Low Concern,41%,6.49%,0.58%,0%,1.01%,0%,91.92%
34031,"Passaic County, New Jersey",NEW JERSEY,5.33%,11.98%,3.59%,0.78,High Vulnerability,0.29,Low Concern,54.90%,41.54%,0.13%,5.11%,10.43%,0.02%,41.30%
31081,"Hamilton County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.01,Very Low Vulnerability,0.1,Very Low Concern,41.70%,3.53%,0.18%,0.36%,0.18%,0.07%,94.68%
31155,"Saunders County, Nebraska",NEBRASKA,8.54%,12.85%,5.28%,0.04,Very Low Vulnerability,0.15,Very Low Concern,47.90%,2.28%,0.38%,0.42%,0.49%,0%,95.26%
32023,"Nye County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.73,High Vulnerability,0.92,Very High Concern,37.50%,14.68%,1.55%,1.63%,1.86%,0.53%,76.30%
31145,"Red Willow County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.24,Low Vulnerability,0.27,Low Concern,32%,5.26%,0.07%,0.07%,0.61%,0%,91.70%
31135,"Perkins County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.05,Very Low Vulnerability,0.1,Very Low Concern,38.40%,4.21%,0.10%,0%,0.14%,0%,95.17%
30109,"Wibaux County, Montana",MONTANA,26.39%,31.31%,17.99%,0.39,Low Vulnerability,0.45,Moderate Concern,24.70%,4.90%,1.16%,0.71%,0%,0%,93.23%
31061,"Franklin County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.08,Very Low Vulnerability,0.14,Very Low Concern,34.70%,2.31%,0.03%,0.20%,0.50%,0.10%,95.68%
31179,"Wayne County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.08,Very Low Vulnerability,0.13,Very Low Concern,36.40%,5.97%,0.15%,0.46%,1.45%,0%,89.93%
32003,"Clark County, Nevada",NEVADA,11.83%,19.79%,6.24%,0.74,High Vulnerability,0.92,Very High Concern,44.60%,31.14%,0.46%,9.55%,11.23%,0.68%,42.77%
34023,"Middlesex County, New Jersey",NEW JERSEY,4.10%,9.12%,2.79%,0.47,Moderate Vulnerability,0.1,Very Low Concern,59.20%,21.16%,0.14%,23.94%,9.53%,0.03%,43.06%
31165,"Sioux County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.02,Very Low Vulnerability,0.54,Moderate Concern,21.50%,3.36%,0.49%,0%,0.41%,0%,92.62%
31115,"Loup County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0,Very Low Vulnerability,0.24,Low Concern,23.20%,1.82%,0.33%,0%,0%,0%,97.85%
32013,"Humboldt County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.59,Moderate Vulnerability,0.88,Very High Concern,38.80%,27.02%,5.14%,0.65%,0.65%,0%,65.37%
34003,"Bergen County, New Jersey",NEW JERSEY,3.86%,8.24%,2.63%,0.24,Low Vulnerability,0.11,Very Low Concern,66%,19.91%,0.11%,16.24%,5.29%,0.03%,56.56%
34013,"Essex County, New Jersey",NEW JERSEY,5.35%,12.33%,3.61%,0.84,Very High Vulnerability,0.29,Low Concern,55.20%,23.03%,0.14%,5.28%,38.45%,0.01%,30.55%
30101,"Toole County, Montana",MONTANA,26.70%,32.33%,18.24%,0.48,Moderate Vulnerability,0.57,Moderate Concern,41.20%,4.01%,6.42%,0.43%,0.47%,0%,87.08%
31143,"Polk County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.19,Very Low Vulnerability,0.14,Very Low Concern,37.30%,5.51%,0.25%,0%,0.08%,0%,92.82%
31053,"Dodge County, Nebraska",NEBRASKA,8.54%,12.85%,5.28%,0.57,Moderate Vulnerability,0.23,Low Concern,49%,12.87%,0.42%,0.35%,0.76%,0.16%,83.67%
32021,"Mineral County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.88,Very High Vulnerability,0.97,Very High Concern,47.40%,11.64%,18.88%,1.28%,5.13%,0%,60.31%
33009,"Grafton County, New Hampshire",NEW HAMPSHIRE,10.53%,13.29%,6.88%,0.19,Very Low Vulnerability,0.1,Very Low Concern,69.40%,2.39%,0.25%,3.67%,1.03%,0.05%,90.65%
34033,"Salem County, New Jersey",NEW JERSEY,6.42%,14.24%,4.36%,0.59,Moderate Vulnerability,0.31,Low Concern,47.70%,9.01%,0.25%,1.05%,12.87%,0.05%,74.25%
31079,"Hall County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.67,High Vulnerability,0.25,Low Concern,42%,27.73%,0.40%,1.09%,2.47%,0.23%,66.67%
31109,"Lancaster County, Nebraska",NEBRASKA,7.78%,12.09%,4.78%,0.3,Low Vulnerability,0.12,Very Low Concern,60.80%,7.05%,0.49%,4.19%,3.81%,0.07%,81.22%
31019,"Buffalo County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.27,Low Vulnerability,0.17,Very Low Concern,34.40%,9%,0.17%,1.31%,0.88%,0%,87.02%
31173,"Thurston County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.89,Very High Vulnerability,0.74,High Concern,65.50%,5.95%,56.25%,0.82%,0.19%,0%,35.73%
31083,"Harlan County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.12,Very Low Vulnerability,0.07,Very Low Concern,38%,2.61%,0.03%,0.20%,0.53%,0.03%,95.40%
31117,"McPherson County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.08,Very Low Vulnerability,0.36,Low Concern,10.90%,1.52%,0%,0%,0%,0%,98.48%
31015,"Boyd County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.09,Very Low Vulnerability,0.22,Low Concern,31.20%,0.93%,1.03%,0.98%,0.57%,0%,94.99%
33017,"Strafford County, New Hampshire",NEW HAMPSHIRE,10.58%,13.37%,6.92%,0.17,Very Low Vulnerability,0.08,Very Low Concern,55.70%,2.50%,0.07%,3.30%,0.94%,0.04%,90.63%
31045,"Dawes County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.17,Very Low Vulnerability,0.25,Low Concern,32.20%,5.36%,3.51%,0.67%,3.97%,0%,85.11%
31005,"Arthur County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.01,Very Low Vulnerability,0.3,Low Concern,16.50%,0.47%,0.23%,0%,0%,0%,95.78%
31127,"Nemaha County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.17,Very Low Vulnerability,0.21,Low Concern,46.20%,2.78%,0.54%,0.76%,1.49%,0.03%,93.80%
34029,"Ocean County, New Jersey",NEW JERSEY,5.48%,11.58%,3.72%,0.34,Low Vulnerability,0.16,Very Low Concern,53.20%,9.21%,0.04%,1.85%,2.77%,0.03%,84.67%
31069,"Garden County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.01,Very Low Vulnerability,0.15,Very Low Concern,42.40%,4.61%,0.48%,0.16%,0.16%,0%,94.26%
31181,"Webster County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.11,Very Low Vulnerability,0.21,Low Concern,36.30%,5.12%,0.90%,0%,0.28%,0.23%,91.52%
31157,"Scotts Bluff County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.57,Moderate Vulnerability,0.3,Low Concern,34.40%,23.82%,1.56%,0.66%,0.74%,0%,72%
32005,"Douglas County, Nevada",NEVADA,12.33%,19.58%,6.62%,0.18,Very Low Vulnerability,0.47,Moderate Concern,47%,12.69%,1.70%,1.64%,0.74%,0.18%,80.77%
31063,"Frontier County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.1,Very Low Vulnerability,0.34,Low Concern,22.60%,1.25%,0.34%,0.08%,0.57%,0%,96.10%
31035,"Clay County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.16,Very Low Vulnerability,0.22,Low Concern,39.30%,8.85%,0.21%,0.08%,0.21%,0%,89.23%
31093,"Howard County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.08,Very Low Vulnerability,0.26,Low Concern,41.60%,2.54%,0%,0.22%,0.16%,0.03%,95.50%
32027,"Pershing County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.9,Very High Vulnerability,0.98,Very High Concern,32.40%,24.44%,2.45%,0.98%,3.54%,0.26%,65.15%
34021,"Mercer County, New Jersey",NEW JERSEY,4.81%,10.90%,3.27%,0.56,Moderate Vulnerability,0.15,Very Low Concern,55.50%,17.53%,0.09%,11.07%,19.85%,0.02%,49.71%
31029,"Chase County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.16,Very Low Vulnerability,0.16,Very Low Concern,27.60%,12.29%,0%,0.26%,0.05%,0%,87.05%
30111,"Yellowstone County, Montana",MONTANA,25.31%,30.19%,17.23%,0.25,Low Vulnerability,0.13,Very Low Concern,46.50%,5.61%,3.95%,0.69%,0.48%,0.09%,86.36%
31133,"Pawnee County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.23,Low Vulnerability,0.39,Low Concern,42%,1.81%,0%,0%,0.15%,0%,95.43%
33001,"Belknap County, New Hampshire",NEW HAMPSHIRE,10.24%,12.66%,6.77%,0.08,Very Low Vulnerability,0.03,Very Low Concern,58.40%,1.67%,0.30%,0.93%,0.62%,0.02%,95%
31099,"Kearney County, Nebraska",NEBRASKA,8.93%,13.50%,5.49%,0.09,Very Low Vulnerability,0.24,Low Concern,44.90%,6.28%,0.78%,0.49%,0.11%,0%,92.10%
31147,"Richardson County, Nebraska",NEBRASKA,8.91%,13.54%,5.55%,0.1,Very Low Vulnerability,0.29,Low Concern,48.60%,1.95%,2.58%,0.08%,0.20%,0%,92.19%
31055,"Douglas County, Nebraska",NEBRASKA,8.11%,12.64%,4.93%,0.47,Moderate Vulnerability,0.17,Very Low Concern,58.20%,12.55%,0.42%,3.79%,10.93%,0.04%,69.40%
34035,"Somerset County, New Jersey",NEW JERSEY,3.72%,7.99%,2.54%,0.1,Very Low Vulnerability,0.03,Very Low Concern,64.80%,14.65%,0.12%,17.59%,9.23%,0.01%,56.29%
31043,"Dakota County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.86,Very High Vulnerability,0.57,Moderate Concern,57.40%,38.78%,2.11%,3.29%,5.07%,0%,47.98%
31085,"Hayes County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0.04,Very Low Vulnerability,0.36,Low Concern,20.30%,8.29%,0%,0%,0%,0%,91.71%
31021,"Burt County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.25,Low Vulnerability,0.21,Low Concern,54.80%,3.07%,2%,0.78%,0.48%,0%,92.93%
32011,"Eureka County, Nevada",NEVADA,13.90%,22.26%,7.55%,0.07,Very Low Vulnerability,0.77,High Concern,24.70%,4.36%,5%,0.70%,0.05%,0%,89.89%
30103,"Treasure County, Montana",MONTANA,26.39%,31.31%,17.99%,0.06,Very Low Vulnerability,0.39,Low Concern,44.10%,0.60%,0%,4.19%,0%,0%,94.31%
33015,"Rockingham County, New Hampshire",NEW HAMPSHIRE,9.23%,11.25%,6.10%,0.01,Very Low Vulnerability,0.02,Very Low Concern,60.50%,2.99%,0.03%,2.06%,0.75%,0.01%,92.53%
34015,"Gloucester County, New Jersey",NEW JERSEY,5.37%,11.60%,3.65%,0.17,Very Low Vulnerability,0.02,Very Low Concern,56.20%,6.20%,0.07%,3.09%,9.77%,0.01%,78.50%
31141,"Platte County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.3,Low Vulnerability,0.2,Low Concern,41.70%,18.98%,0.45%,0.75%,0.54%,0.02%,78.36%
31171,"Thomas County, Nebraska",NEBRASKA,8.70%,13.18%,5.37%,0,Very Low Vulnerability,0.16,Very Low Concern,22%,0%,0.93%,0%,0%,0%,95.04%
34005,"Burlington County, New Jersey",NEW JERSEY,5.05%,10.92%,3.44%,0.21,Low Vulnerability,0.03,Very Low Concern,65.50%,8.04%,0.04%,5.02%,16.04%,0.04%,67.43%
31077,"Greeley County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.04,Very Low Vulnerability,0.26,Low Concern,39.70%,2.10%,0.34%,0.17%,0.42%,0%,96.14%
31013,"Box Butte County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.36,Low Vulnerability,0.21,Low Concern,28.40%,12.54%,2.01%,1.08%,1.36%,0%,81.40%
31119,"Madison County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.51,Moderate Vulnerability,0.29,Low Concern,41.20%,15.01%,1.33%,1.71%,1.26%,0%,79.73%
31107,"Knox County, Nebraska",NEBRASKA,8.48%,12.88%,5.21%,0.33,Low Vulnerability,0.23,Low Concern,48.30%,2.87%,9.04%,0.32%,0.40%,0.02%,85.64%
31163,"Sherman County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0.07,Very Low Vulnerability,0.16,Very Low Concern,38%,2.24%,0.03%,0.30%,0.16%,0.03%,96.34%
32019,"Lyon County, Nevada",NEVADA,12.33%,19.58%,6.62%,0.58,Moderate Vulnerability,0.76,High Concern,33%,17.11%,2.53%,1.30%,0.74%,0.17%,74.88%
33007,"Coos County, New Hampshire",NEW HAMPSHIRE,10.53%,13.29%,6.88%,0.53,Moderate Vulnerability,0.32,Low Concern,54.90%,2.95%,0.31%,0.53%,2.43%,0.09%,92.04%
31149,"Rock County, Nebraska",NEBRASKA,8.42%,12.87%,5.16%,0.01,Very Low Vulnerability,0.15,Very Low Concern,33.60%,1.20%,0.78%,0%,1.49%,0%,96.53%
31183,"Wheeler County, Nebraska",NEBRASKA,9.03%,13.80%,5.58%,0,Very Low Vulnerability,0.39,Low Concern,26.50%,2.55%,0%,0.26%,0%,0%,96.93%
